Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
40,No,Travel_Frequently,358,Research & Development,19,1,Marketing,1,1116,1,Female,46,2,1,Research Scientist,3,Married,18554,15857,3,Y,No,18,3,3,80,0,21,5,1,26,14,1,7
59,No,Travel_Rarely,773,Sales,26,3,Life Sciences,1,1117,1,Female,49,2,3,Sales Representative,3,Married,7151,21281,4,Y,No,11,3,2,80,0,8,5,3,16,8,12,12
41,Yes,Travel_Rarely,591,Research & Development,15,1,Technical Degree,1,1118,3,Female,43,1,2,Healthcare Representative,1,Single,1965,14189,0,Y,Yes,19,3,1,80,0,30,4,1,3,4,14,3
30,No,Travel_Rarely,847,Sales,12,1,Technical Degree,1,1119,2,Female,51,2,2,Manager,3,Single,16294,19502,3,Y,No,18,3,1,80,1,9,5,2,16,9,11,10
35,No,Travel_Rarely,150,Sales,21,4,Marketing,1,1120,4,Male,81,1,2,Manager,4,Divorced,16893,4423,2,Y,Yes,16,3,3,80,0,9,4,1,32,5,7,14
30,No,Travel_Rarely,417,Research & Development,10,4,Life Sciences,1,1121,2,Female,56,3,1,Healthcare Representative,1,Single,2188,21176,1,Y,Yes,12,3,1,80,2,29,1,3,29,10,3,13
54,Yes,Non-Travel,514,Human Resources,26,2,Human Resources,1,1122,1,Male,72,2,3,Human Resources,1,Married,1010,23172,1,Y,No,23,3,2,80,1,9,1,2,20,3,6,0
56,No,Travel_Rarely,535,Research & Development,22,3,Medical,1,1123,3,Female,32,2,3,Laboratory Technician,1,Married,9145,17967,7,Y,No,19,3,3,80,1,35,5,1,16,11,2,0
59,No,Travel_Frequently,1127,Research & Development,2,3,Marketing,1,1124,3,Male,37,3,4,Manufacturing Director,3,Married,7927,5120,0,Y,No,18,3,2,80,2,17,4,2,10,5,8,10
34,No,Travel_Rarely,1270,Research & Development,7,4,Technical Degree,1,1125,2,Male,39,1,2,Manufacturing Director,1,Single,2599,26325,7,Y,Yes,23,3,3,80,1,18,1,1,29,0,9,5
32,No,Travel_Rarely,1491,Research & Development,13,4,Other,1,1126,2,Female,58,2,4,Manufacturing Director,3,Married,15133,3105,8,Y,No,14,3,2,80,0,22,5,2,17,17,8,4
35,No,Travel_Rarely,521,Sales,3,4,Life Sciences,1,1127,3,Male,69,3,2,Sales Executive,3,Married,14209,25521,5,Y,No,12,4,3,80,0,3,0,3,19,1,6,12
40,No,Travel_Frequently,945,Research & Development,15,3,Human Resources,1,1128,1,Male,94,3,4,Manufacturing Director,1,Married,13524,7718,0,Y,No,23,3,2,80,0,11,2,3,33,4,6,9
47,Yes,Travel_Frequently,1017,Research & Development,1,2,Medical,1,1129,4,Male,50,2,2,Healthcare Representative,1,Single,3105,20178,6,Y,Yes,24,3,2,80,0,23,2,1,27,15,0,5
51,No,Travel_Rarely,535,Sales,26,3,Other,1,1130,4,Female,53,1,3,Manager,4,Single,11145,17323,4,Y,Yes,16,4,3,80,1,12,3,1,8,11,9,3
21,No,Travel_Rarely,744,Research & Development,3,4,Life Sciences,1,1131,2,Female,89,1,2,Manufacturing Director,1,Divorced,16357,15338,8,Y,Yes,11,3,2,80,2,3,5,2,30,11,7,3
20,No,Travel_Rarely,158,Research & Development,25,4,Human Resources,1,1132,3,Female,55,2,1,Manufacturing Director,3,Married,11817,18696,6,Y,No,17,3,1,80,1,26,2,3,15,10,1,6
24,No,Travel_Rarely,1065,Sales,10,2,Marketing,1,1133,3,Male,38,3,2,Manager,4,Married,3870,13874,4,Y,No,11,3,2,80,2,37,0,2,30,6,7,15
35,Yes,Non-Travel,1078,Sales,27,1,Human Resources,1,1134,3,Male,49,2,2,Sales Executive,4,Married,1436,26556,1,Y,No,23,3,3,80,2,38,5,3,28,1,10,0
59,No,Travel_Rarely,1303,Research & Development,27,1,Marketing,1,1135,1,Male,85,1,3,Research Scientist,3,Divorced,7453,25630,3,Y,No,16,3,1,80,0,7,2,2,12,5,12,8
24,No,Travel_Rarely,1418,Sales,15,3,Life Sciences,1,1136,2,Male,65,3,1,Sales Representative,1,Married,3827,24304,1,Y,No,15,3,1,80,1,25,2,2,22,3,1,14
57,No,Travel_Rarely,147,Research & Development,22,1,Human Resources,1,1137,2,Female,65,2,3,Laboratory Technician,1,Married,18923,7679,8,Y,No,22,3,2,80,0,33,0,2,13,1,0,8
23,No,Travel_Rarely,1295,Research & Development,27,1,Medical,1,1138,2,Male,51,3,4,Manufacturing Director,2,Divorced,18225,18456,1,Y,No,20,3,2,80,1,8,4,1,38,16,14,0
39,No,Travel_Rarely,1396,Research & Development,6,3,Human Resources,1,1139,1,Male,30,1,4,Manufacturing Director,1,Married,9202,16199,1,Y,No,24,3,2,80,1,9,2,3,1,7,10,0
18,No,Travel_Rarely,518,Research & Development,20,4,Life Sciences,1,1140,2,Male,98,1,1,Research Scientist,2,Single,6438,26536,1,Y,No,13,3,1,80,0,0,3,1,11,4,7,15
21,Yes,Travel_Frequently,949,Research & Development,15,1,Other,1,1141,4,Female,66,1,4,Healthcare Representative,4,Single,2161,19289,0,Y,No,16,4,1,80,1,7,2,1,27,9,3,4
46,No,Travel_Frequently,240,Research & Development,24,4,Other,1,1142,2,Male,42,2,1,Manufacturing Director,4,Divorced,13218,16931,8,Y,No,14,4,1,80,0,9,2,2,31,15,14,8
38,No,Travel_Rarely,348,Research & Development,21,3,Human Resources,1,1143,2,Female,72,3,2,Healthcare Representative,4,Divorced,14924,16487,7,Y,Yes,24,3,3,80,2,24,0,3,23,1,10,0
43,No,Travel_Frequently,1273,Research & Development,7,4,Human Resources,1,1144,2,Female,66,2,4,Healthcare Representative,2,Married,8716,7550,1,Y,Yes,22,3,3,80,0,30,0,1,36,6,9,15
31,Yes,Travel_Rarely,331,Sales,25,4,Marketing,1,1145,1,Male,54,2,2,Sales Representative,3,Married,3578,26155,1,Y,No,16,3,2,80,1,38,5,2,28,1,14,2
26,No,Travel_Rarely,893,Research & Development,21,3,Life Sciences,1,1146,4,Male,50,2,3,Healthcare Representative,3,Married,8818,23387,4,Y,Yes,14,3,3,80,1,2,3,3,17,12,5,3
29,No,Travel_Rarely,738,Research & Development,27,4,Marketing,1,1147,4,Male,70,2,4,Research Scientist,4,Married,6286,23187,3,Y,No,11,3,3,80,2,38,1,3,2,3,9,11
59,No,Travel_Rarely,475,Research & Development,5,1,Medical,1,1148,3,Male,71,3,3,Research Director,2,Married,6739,6615,1,Y,Yes,15,3,2,80,2,37,0,1,12,15,12,6
23,No,Travel_Rarely,1205,Research & Development,4,1,Other,1,1149,3,Female,71,3,3,Research Director,2,Single,4089,11869,7,Y,Yes,18,3,2,80,2,34,1,2,12,9,10,14
37,No,Travel_Rarely,839,Research & Development,22,1,Technical Degree,1,1150,4,Female,31,2,1,Manager,4,Divorced,7605,16193,7,Y,Yes,16,3,1,80,0,7,3,1,28,16,9,14
41,No,Travel_Rarely,1190,Research & Development,18,1,Technical Degree,1,1151,2,Female,97,2,3,Manufacturing Director,1,Married,8822,6131,3,Y,Yes,20,3,1,80,0,0,2,3,1,13,0,4
44,No,Non-Travel,189,Research & Development,3,4,Life Sciences,1,1152,2,Female,37,1,1,Research Scientist,4,Married,5321,11168,3,Y,Yes,19,3,2,80,1,4,5,1,27,11,8,1
55,No,Travel_Rarely,1213,Research & Development,17,1,Life Sciences,1,1153,2,Female,90,1,1,Healthcare Representative,2,Single,13773,16080,8,Y,No,14,3,2,80,2,26,2,2,3,12,10,11
25,No,Travel_Rarely,814,Research & Development,18,4,Technical Degree,1,1154,1,Female,43,3,1,Research Director,1,Single,3216,26489,3,Y,No,20,3,3,80,2,25,5,3,4,7,6,4
18,No,Travel_Rarely,1329,Research & Development,18,2,Life Sciences,1,1155,2,Female,50,1,1,Research Scientist,3,Married,6885,18909,8,Y,No,19,3,3,80,0,25,1,2,38,16,4,2
41,No,Travel_Rarely,702,Research & Development,24,4,Other,1,1156,1,Female,53,3,1,Research Director,1,Married,14170,14320,2,Y,Yes,18,3,3,80,1,10,3,2,4,17,5,5
24,No,Travel_Rarely,640,Sales,24,1,Medical,1,1157,4,Female,79,3,2,Manager,3,Married,10933,26653,1,Y,No,13,3,2,80,2,33,3,3,7,9,2,12
36,No,Travel_Frequently,315,Research & Development,2,2,Medical,1,1158,2,Female,74,3,1,Research Director,2,Married,11906,11233,7,Y,No,24,4,2,80,0,1,0,2,33,12,12,14
39,No,Travel_Rarely,175,Research & Development,13,3,Marketing,1,1159,2,Male,93,1,4,Manufacturing Director,4,Married,14236,14193,2,Y,Yes,16,3,1,80,0,20,1,2,24,1,8,3
52,No,Travel_Rarely,162,Sales,22,4,Other,1,1160,3,Male,93,1,1,Sales Representative,4,Divorced,4797,11953,1,Y,No,14,3,3,80,2,25,5,2,26,16,1,6
47,No,Travel_Rarely,799,Research & Development,15,1,Life Sciences,1,1161,4,Male,55,3,2,Manager,4,Single,2818,13268,7,Y,Yes,11,3,1,80,2,11,0,3,6,5,11,6
46,No,Travel_Rarely,1344,Sales,5,1,Life Sciences,1,1162,2,Female,61,3,4,Sales Executive,4,Married,10434,25026,7,Y,No,19,3,2,80,1,8,1,2,35,11,9,11
39,No,Travel_Rarely,113,Research & Development,3,1,Marketing,1,1163,1,Male,86,2,4,Research Director,4,Married,9926,4633,4,Y,No,14,4,3,80,2,22,0,1,31,12,0,10
28,No,Travel_Rarely,915,Research & Development,5,3,Marketing,1,1164,4,Female,82,3,2,Research Scientist,2,Married,14717,12399,8,Y,No,21,3,1,80,0,4,0,1,20,3,13,11
37,No,Travel_Rarely,133,Sales,5,2,Life Sciences,1,1165,3,Female,62,3,4,Sales Representative,2,Married,14069,15293,5,Y,No,24,4,2,80,2,8,3,2,17,14,14,14
46,No,Travel_Rarely,1285,Research & Development,5,2,Life Sciences,1,1166,4,Male,81,2,2,Research Scientist,4,Married,2012,2484,4,Y,No,15,3,1,80,2,9,3,1,1,15,0,7
58,No,Travel_Rarely,1102,Research & Development,3,1,Other,1,1167,1,Female,47,3,3,Research Scientist,1,Divorced,7894,2176,2,Y,No,13,3,3,80,1,9,2,1,4,14,9,10
59,No,Non-Travel,338,Research & Development,3,4,Marketing,1,1168,3,Male,64,3,3,Research Director,4,Single,9392,19480,6,Y,No,14,3,1,80,0,13,2,3,37,5,1,9
51,No,Travel_Rarely,1306,Sales,20,1,Other,1,1169,1,Female,41,3,1,Sales Executive,3,Married,18102,11062,8,Y,No,23,4,1,80,2,35,3,2,27,5,5,7
18,No,Travel_Frequently,659,Sales,23,1,Human Resources,1,1170,4,Female,80,2,1,Sales Representative,3,Single,2689,25874,3,Y,No,19,4,2,80,0,9,3,3,30,4,5,5
48,Yes,Travel_Frequently,1466,Research & Development,28,4,Life Sciences,1,1171,3,Male,39,1,1,Healthcare Representative,3,Single,1337,14375,6,Y,No,17,3,3,80,1,36,0,2,23,1,8,2
47,No,Travel_Rarely,1205,Human Resources,28,1,Technical Degree,1,1172,1,Male,81,3,1,Human Resources,3,Married,13766,17214,2,Y,No,18,3,1,80,0,37,2,1,32,1,9,11
35,No,Travel_Rarely,748,Research & Development,28,3,Technical Degree,1,1173,4,Male,63,2,2,Healthcare Representative,4,Single,15292,12040,1,Y,No,13,3,2,80,2,21,3,3,38,4,14,16
34,Yes,Travel_Rarely,1088,Sales,18,1,Human Resources,1,1174,1,Male,96,3,3,Sales Executive,3,Divorced,2378,12985,0,Y,Yes,13,3,3,80,2,22,1,3,11,2,3,2
55,No,Travel_Rarely,921,Research & Development,26,3,Life Sciences,1,1175,2,Male,68,2,2,Healthcare Representative,1,Divorced,19386,21734,5,Y,No,24,3,2,80,1,15,1,1,38,5,7,11
31,No,Travel_Rarely,574,Research & Development,20,1,Marketing,1,1176,4,Male,37,3,4,Manufacturing Director,4,Married,9408,21722,4,Y,Yes,17,3,3,80,1,10,2,1,8,10,3,15
40,No,Travel_Frequently,213,Research & Development,4,2,Technical Degree,1,1177,3,Female,58,2,4,Manufacturing Director,3,Married,12694,8101,1,Y,No,18,3,2,80,1,34,1,2,14,4,2,9
42,No,Non-Travel,1417,Sales,1,4,Marketing,1,1178,3,Female,51,1,4,Sales Executive,4,Married,10142,2616,2,Y,Yes,24,3,2,80,0,19,5,2,22,17,3,8
32,No,Travel_Rarely,484,Research & Development,26,2,Technical Degree,1,1179,2,Female,99,1,4,Research Director,4,Divorced,3765,3788,8,Y,No,15,3,2,80,0,36,0,1,21,13,0,13
39,No,Travel_Rarely,118,Research & Development,16,1,Marketing,1,1180,1,Female,90,1,4,Healthcare Representative,4,Married,17237,20730,2,Y,Yes,11,3,1,80,0,4,2,1,35,9,8,13
20,No,Travel_Rarely,594,Human Resources,8,1,Technical Degree,1,1181,1,Male,72,3,3,Manager,2,Single,7778,6931,6,Y,Yes,13,4,1,80,0,35,5,3,9,2,10,3
36,No,Travel_Frequently,1456,Research & Development,17,3,Marketing,1,1182,3,Female,78,2,2,Research Director,3,Married,4291,13895,0,Y,Yes,15,3,2,80,1,12,3,3,27,15,14,14
51,No,Travel_Rarely,1027,Research & Development,8,1,Human Resources,1,1183,1,Female,58,3,4,Laboratory Technician,2,Married,6866,25804,6,Y,No,13,3,3,80,0,16,5,2,34,15,4,1
52,No,Travel_Rarely,218,Human Resources,7,1,Other,1,1184,4,Male,60,3,1,Human Resources,1,Married,10429,10563,8,Y,Yes,24,3,2,80,0,25,1,3,28,10,6,1
18,Yes,Travel_Frequently,981,Sales,25,1,Marketing,1,1185,4,Female,82,2,3,Sales Executive,1,Divorced,2939,18625,7,Y,No,11,3,1,80,0,19,0,1,4,3,2,7
38,No,Travel_Rarely,216,Human Resources,8,2,Other,1,1186,3,Male,63,3,1,Manager,2,Divorced,13747,10242,6,Y,No,17,3,3,80,0,38,3,1,3,10,4,9
46,No,Non-Travel,915,Research & Development,21,3,Other,1,1187,4,Male,67,2,3,Manufacturing Director,3,Married,19968,15159,7,Y,No,11,3,1,80,1,32,4,1,14,7,12,3
23,Yes,Travel_Rarely,745,Sales,24,2,Life Sciences,1,1188,3,Male,86,2,3,Sales Executive,4,Married,2776,14800,3,Y,Yes,20,3,2,80,1,29,0,1,29,15,9,9
54,No,Travel_Rarely,1461,Research & Development,27,3,Human Resources,1,1189,1,Female,33,1,1,Manager,1,Divorced,4085,5714,1,Y,No,23,3,1,80,2,15,1,2,25,7,13,9
18,No,Non-Travel,437,Research & Development,26,2,Other,1,1190,1,Male,31,1,1,Manufacturing Director,1,Single,18415,12725,8,Y,No,16,4,1,80,2,6,0,1,22,8,3,2
18,No,Travel_Rarely,1023,Sales,12,1,Medical,1,1191,1,Female,41,1,4,Sales Executive,1,Married,2291,11225,2,Y,Yes,16,3,1,80,0,29,4,1,38,13,6,3
44,No,Travel_Rarely,248,Research & Development,16,2,Other,1,1192,2,Female,64,2,1,Manufacturing Director,3,Single,5686,16401,3,Y,No,24,3,2,80,0,1,4,1,28,7,4,9
38,No,Travel_Rarely,223,Research & Development,12,2,Marketing,1,1193,3,Female,99,1,2,Research Director,2,Divorced,14579,5803,6,Y,No,17,3,1,80,1,11,0,1,21,15,1,6
33,No,Travel_Rarely,182,Research & Development,19,3,Other,1,1194,4,Male,50,2,3,Healthcare Representative,2,Married,3642,18080,1,Y,No,22,3,2,80,2,39,3,2,34,1,2,11
57,No,Travel_Rarely,786,Sales,10,3,Marketing,1,1195,1,Male,90,3,3,Manager,3,Single,10769,16009,7,Y,Yes,21,3,2,80,0,0,5,2,17,17,7,6
43,No,Travel_Rarely,763,Research & Development,7,2,Marketing,1,1196,2,Male,64,1,4,Manufacturing Director,1,Divorced,5909,22815,7,Y,No,11,3,1,80,2,2,3,3,34,12,2,12
33,No,Travel_Rarely,476,Human Resources,12,3,Medical,1,1197,4,Female,77,2,3,Manager,3,Married,19607,7188,4,Y,No,21,4,3,80,2,7,4,2,32,16,14,7
45,Yes,Travel_Rarely,164,Human Resources,20,3,Other,1,1198,4,Female,44,2,1,Human Resources,3,Divorced,3986,11509,8,Y,Yes,13,3,1,80,2,25,2,2,6,0,6,12
18,No,Travel_Frequently,605,Research & Development,5,3,Other,1,1199,4,Male,44,2,3,Manager,2,Single,12844,18172,7,Y,No,22,3,1,80,1,39,2,2,33,4,4,0
53,No,Travel_Frequently,769,Sales,16,4,Technical Degree,1,1200,1,Female,35,2,3,Sales Executive,3,Married,10638,17570,0,Y,No,19,3,1,80,0,10,3,3,9,12,6,15
27,No,Travel_Rarely,550,Research & Development,9,3,Technical Degree,1,1201,4,Male,97,1,1,Research Director,3,Married,6373,15624,8,Y,No,12,3,3,80,0,20,2,1,23,5,9,12
34,Yes,Travel_Rarely,969,Sales,7,4,Life Sciences,1,1202,3,Male,51,1,1,Sales Executive,1,Married,2604,9566,4,Y,No,24,3,3,80,1,4,3,3,24,9,8,6
40,No,Travel_Rarely,1447,Sales,20,4,Marketing,1,1203,2,Female,61,1,3,Manager,4,Married,19806,5457,8,Y,No,15,3,2,80,1,39,1,1,26,8,6,14
24,No,Travel_Rarely,781,Research & Development,22,3,Medical,1,1204,4,Female,51,2,2,Research Director,1,Divorced,9558,21501,8,Y,No,13,3,3,80,1,25,3,2,5,5,13,5
24,No,Travel_Frequently,1291,Research & Development,26,2,Technical Degree,1,1205,4,Male,56,3,1,Research Scientist,2,Married,15271,20295,2,Y,No,22,3,3,80,2,20,1,1,7,0,5,3
32,No,Travel_Frequently,562,Research & Development,14,3,Other,1,1206,3,Female,44,2,2,Manager,4,Divorced,8745,16234,7,Y,No,22,3,1,80,2,8,5,3,20,17,11,10
51,No,Travel_Rarely,560,Research & Development,11,1,Life Sciences,1,1207,4,Male,73,3,2,Manager,1,Single,8734,19161,6,Y,No,23,3,2,80,0,16,4,1,18,6,12,1
21,No,Travel_Rarely,1314,Research & Development,7,2,Medical,1,1208,1,Male,38,1,4,Research Scientist,3,Single,15860,23985,6,Y,No,15,3,2,80,0,36,2,1,33,9,0,16
31,Yes,Travel_Rarely,565,Sales,10,4,Human Resources,1,1209,1,Female,63,2,2,Sales Executive,3,Single,1883,25209,1,Y,No,17,3,3,80,2,1,5,2,38,11,3,14
31,No,Travel_Rarely,1013,Human Resources,9,4,Other,1,1210,1,Male,44,2,4,Human Resources,4,Married,10650,16409,1,Y,No,11,3,3,80,2,39,5,1,22,14,7,11
33,No,Travel_Rarely,480,Research & Development,4,2,Other,1,1211,4,Female,91,1,2,Research Director,4,Married,18487,21388,1,Y,No,13,3,1,80,1,27,4,1,12,16,0,2
24,No,Non-Travel,1127,Research & Development,16,2,Human Resources,1,1212,2,Male,74,2,4,Healthcare Representative,3,Divorced,19125,16508,1,Y,No,21,3,3,80,2,26,0,2,38,2,5,16
49,No,Travel_Frequently,465,Sales,10,3,Marketing,1,1213,2,Female,87,3,1,Sales Executive,2,Married,11764,4111,3,Y,No,23,3,3,80,0,39,0,3,27,14,1,13
36,No,Travel_Rarely,173,Research & Development,19,4,Marketing,1,1214,4,Female,48,3,3,Laboratory Technician,1,Married,12893,6317,6,Y,Yes,16,3,2,80,0,0,5,2,5,0,14,5
19,No,Travel_Rarely,739,Research & Development,24,1,Technical Degree,1,1215,2,Male,45,3,3,Research Scientist,3,Married,14842,4278,1,Y,No,17,3,3,80,1,10,5,1,11,10,12,3
27,No,Non-Travel,1295,Sales,17,3,Technical Degree,1,1216,2,Female,37,2,4,Sales Executive,1,Single,6723,19835,4,Y,No,20,3,1,80,1,38,4,2,2,5,8,7
34,Yes,Travel_Rarely,1330,Sales,9,2,Other,1,1217,4,Female,62,2,1,Manager,1,Single,2052,25169,6,Y,No,13,3,2,80,0,17,3,2,19,15,7,2
54,No,Travel_Rarely,438,Research & Development,13,4,Other,1,1218,1,Male,47,3,4,Research Director,1,Married,7203,8625,8,Y,Yes,14,3,2,80,2,26,3,1,7,11,8,7
29,No,Travel_Rarely,296,Research & Development,1,2,Technical Degree,1,1219,4,Female,64,2,4,Manufacturing Director,1,Married,4976,6760,7,Y,No,16,3,3,80,2,9,2,3,25,14,8,12
23,Yes,Travel_Frequently,1113,Sales,2,2,Human Resources,1,1220,1,Male,72,3,1,Sales Representative,2,Married,3021,25875,8,Y,No,15,3,1,80,0,35,4,2,37,17,13,14
39,No,Travel_Rarely,754,Human Resources,13,2,Technical Degree,1,1221,1,Female,79,1,2,Human Resources,2,Married,10619,13349,6,Y,Yes,21,4,2,80,2,20,0,3,27,9,12,6
49,Yes,Travel_Rarely,1400,Sales,24,3,Other,1,1222,2,Male,32,3,2,Manager,2,Married,2177,4562,2,Y,No,19,3,1,80,2,27,4,2,34,11,1,2
58,No,Travel_Frequently,108,Research & Development,9,1,Medical,1,1223,2,Male,88,1,1,Research Scientist,3,Married,8486,9385,0,Y,No,23,4,1,80,0,0,4,1,37,4,1,9
37,No,Non-Travel,1006,Human Resources,7,1,Other,1,1224,1,Male,57,1,4,Human Resources,3,Divorced,8490,9349,6,Y,No,22,3,3,80,0,13,2,1,1,17,8,15
18,No,Non-Travel,1080,Research & Development,16,4,Medical,1,1225,1,Male,75,1,3,Laboratory Technician,3,Single,16114,6014,5,Y,No,11,3,1,80,1,19,3,2,6,11,1,13
23,No,Travel_Rarely,667,Research & Development,19,2,Medical,1,1226,2,Female,93,3,4,Research Director,2,Married,7973,6330,1,Y,No,23,3,2,80,0,8,5,2,24,0,3,7
36,No,Travel_Rarely,717,Research & Development,7,1,Other,1,1227,3,Male,99,3,2,Manager,1,Married,15447,4033,0,Y,No,15,3,3,80,1,26,0,2,31,1,1,10
35,Yes,Travel_Frequently,674,Sales,6,2,Life Sciences,1,1228,1,Female,76,2,1,Sales Representative,2,Divorced,3279,5950,3,Y,No,21,3,2,80,1,3,2,1,11,2,0,1
23,No,Travel_Frequently,700,Human Resources,18,4,Technical Degree,1,1229,1,Male,43,2,1,Manager,3,Single,15171,2144,3,Y,Yes,11,3,1,80,2,36,0,2,10,11,11,4
50,No,Travel_Rarely,871,Research & Development,19,2,Marketing,1,1230,1,Female,36,1,1,Manager,4,Married,18317,25608,5,Y,Yes,18,3,1,80,0,17,0,1,9,13,12,10
40,No,Travel_Rarely,1303,Research & Development,11,1,Other,1,1231,2,Male,60,3,2,Healthcare Representative,3,Married,7521,18020,4,Y,No,17,3,3,80,2,30,3,2,34,6,10,6
40,No,Travel_Frequently,343,Sales,12,2,Medical,1,1232,4,Female,80,2,4,Sales Representative,1,Married,14891,3454,8,Y,No,15,3,3,80,0,38,5,1,3,3,13,7
43,No,Travel_Frequently,1328,Sales,26,1,Other,1,1233,1,Female,58,2,1,Sales Executive,2,Single,18795,8899,7,Y,No,16,3,2,80,0,9,5,2,1,11,9,16
30,No,Travel_Rarely,1205,Sales,10,4,Technical Degree,1,1234,1,Male,44,2,3,Sales Executive,4,Single,12687,14022,8,Y,No,14,4,2,80,2,8,3,3,27,7,6,11
24,No,Travel_Rarely,867,Research & Development,13,2,Human Resources,1,1235,1,Male,54,3,1,Healthcare Representative,4,Married,2246,14088,6,Y,Yes,19,3,1,80,1,27,2,3,13,0,11,6
32,No,Travel_Rarely,485,Research & Development,12,1,Medical,1,1236,4,Male,90,2,4,Research Director,1,Married,13009,24508,8,Y,No,24,3,3,80,0,27,1,1,28,4,10,8
44,Yes,Travel_Rarely,492,Research & Development,21,4,Marketing,1,1237,4,Female,70,1,2,Research Director,2,Single,2054,5139,2,Y,Yes,13,4,1,80,1,12,2,2,1,0,4,13
43,No,Travel_Rarely,997,Research & Development,10,2,Marketing,1,1238,1,Female,98,3,3,Research Director,4,Married,13523,13187,8,Y,No,12,3,1,80,2,17,2,3,33,14,2,14
50,No,Travel_Rarely,789,Human Resources,20,4,Marketing,1,1239,1,Female,33,2,3,Manager,3,Single,17528,2351,1,Y,Yes,17,3,2,80,2,11,1,2,32,12,7,3
32,No,Travel_Rarely,1251,Sales,18,1,Human Resources,1,1240,3,Female,86,2,1,Sales Representative,1,Divorced,17276,13745,8,Y,No,23,3,2,80,0,7,0,2,19,12,4,12
53,No,Travel_Rarely,148,Research & Development,4,2,Life Sciences,1,1241,4,Male,60,3,4,Research Director,4,Married,9457,2138,5,Y,Yes,12,3,2,80,2,22,4,2,29,3,0,4
44,No,Travel_Rarely,720,Research & Development,28,2,Medical,1,1242,3,Male,32,2,1,Manager,1,Divorced,4060,26938,3,Y,No,23,4,3,80,0,4,1,3,25,14,8,11
22,No,Travel_Frequently,565,Research & Development,24,2,Human Resources,1,1243,1,Male,96,2,3,Healthcare Representative,2,Married,5334,19812,1,Y,No,16,3,2,80,0,6,4,1,19,11,13,16
19,No,Travel_Rarely,224,Research & Development,5,4,Medical,1,1244,1,Male,79,1,1,Manufacturing Director,2,Divorced,15087,19149,2,Y,Yes,21,3,3,80,0,14,0,3,0,7,13,9
50,Yes,Travel_Rarely,235,Research & Development,5,4,Human Resources,1,1245,1,Female,46,3,4,Research Director,2,Married,1446,17448,4,Y,No,18,3,1,80,0,2,1,1,0,15,4,11
33,Yes,Travel_Frequently,942,Research & Development,28,1,Human Resources,1,1246,1,Female,89,2,2,Laboratory Technician,3,Married,3830,15683,8,Y,Yes,13,3,3,80,0,17,3,3,24,11,2,5
40,No,Travel_Rarely,950,Sales,12,3,Life Sciences,1,1247,2,Male,95,3,3,Sales Representative,4,Married,16638,9094,6,Y,No,13,3,2,80,2,37,2,2,32,5,5,11
55,No,Non-Travel,708,Sales,26,2,Medical,1,1248,2,Female,53,3,4,Manager,2,Married,7284,22116,2,Y,No,13,3,3,80,0,25,1,2,22,14,7,12
33,No,Travel_Frequently,124,Human Resources,3,2,Human Resources,1,1249,2,Male,61,1,1,Human Resources,3,Married,11244,16574,3,Y,No,11,3,3,80,1,37,1,2,10,6,1,16
31,No,Travel_Rarely,667,Research & Development,8,1,Life Sciences,1,1250,3,Female,48,1,3,Research Scientist,2,Single,12916,8179,1,Y,Yes,19,3,2,80,0,32,0,3,14,4,10,9
46,Yes,Non-Travel,867,Research & Development,22,2,Other,1,1251,4,Female,95,3,1,Research Scientist,2,Single,3509,2328,7,Y,No,15,3,2,80,0,20,3,3,13,14,13,4
43,No,Travel_Rarely,1066,Research & Development,2,4,Technical Degree,1,1252,1,Female,89,1,1,Manufacturing Director,4,Married,14764,8928,5,Y,No,19,3,1,80,0,16,1,1,0,11,2,4
52,No,Travel_Rarely,336,Sales,18,4,Human Resources,1,1253,4,Female,95,1,2,Sales Representative,3,Married,16891,17149,2,Y,No,15,3,3,80,2,1,3,3,32,10,6,7
32,Yes,Travel_Rarely,1097,Sales,9,2,Marketing,1,1254,2,Female,44,2,1,Sales Representative,2,Single,3083,5301,4,Y,No,17,3,1,80,1,24,4,1,5,3,1,16
20,No,Travel_Rarely,1184,Research & Development,13,2,Life Sciences,1,1255,1,Female,64,1,1,Research Scientist,3,Married,11866,24042,4,Y,Yes,11,3,1,80,1,18,1,3,22,12,10,2
40,Yes,Non-Travel,1289,Research & Development,7,4,Life Sciences,1,1256,1,Male,98,1,4,Laboratory Technician,3,Married,1644,4494,0,Y,No,19,4,3,80,1,37,3,2,25,17,10,15
46,No,Travel_Rarely,927,Sales,10,2,Human Resources,1,1257,3,Female,56,2,1,Sales Executive,2,Divorced,11456,11703,4,Y,No,11,3,1,80,2,24,2,3,2,7,11,5
51,No,Travel_Rarely,317,Research & Development,9,4,Life Sciences,1,1258,4,Male,36,2,2,Manager,2,Single,13369,23567,5,Y,No,14,3,3,80,2,38,0,2,5,6,4,9
